"","genes","logFC","logCPM","PValue","FDR"
"Nckap1","Nckap1",-0.549660731919842,6.75102945475782,0.416083741516547,1
"Sorbs1","Sorbs1",-0.465082545940014,3.05283019333304,0.416171586959131,1
"Prepl","Prepl",-0.465490321851247,4.95691366682539,0.416354983423363,1
"Prkag1","Prkag1",0.416009781805952,6.10408746040445,0.416361019454797,1
"Scand1","Scand1",0.415367547921256,5.9650379138543,0.416574942302493,1
"Nudcd2","Nudcd2",0.424638694859316,3.82000579288362,0.416621336200259,1
"Clk1","Clk1",0.470004899930321,7.74893480034107,0.416640533974871,1
"Naxd","Naxd",-0.475477080100614,5.76362199535273,0.416893550899011,1
"Ppp1r15a","Ppp1r15a",0.510296734335498,9.57802449412684,0.41704182224544,1
"Pelo","Pelo",0.416600357813429,4.71604103335789,0.417151286889436,1
"Letmd1","Letmd1",0.421327160270556,5.20360090145738,0.417173949459164,1
"Plxdc2","Plxdc2",-0.523704461658357,6.57170627932274,0.417374070205973,1
"Slc25a1","Slc25a1",-0.456614691467496,6.07947320864996,0.417398777539629,1
"Pdk2","Pdk2",-0.443163698999344,4.86051218654536,0.417574272763097,1
"Pcgf3","Pcgf3",-0.440510716140696,5.07118248616622,0.418033693116819,1
"Syngr2","Syngr2",-0.453033475580888,8.17822249919718,0.418073981107199,1
"Tspan13","Tspan13",0.430521145237603,5.90197562756751,0.418082430264006,1
"Cpeb4","Cpeb4",-0.432825750790288,6.79788566813825,0.418153286389331,1
"Fam126b","Fam126b",-0.446135393562463,3.51756763531757,0.418218045653061,1
"Opa3","Opa3",-0.410242843381439,5.90495170681336,0.418241266997207,1
"Socs2","Socs2",-0.412951912131885,6.20497382476005,0.418252958878923,1
"2610002M06Rik","2610002M06Rik",-0.438109505142004,3.78843223578466,0.418378621188884,1
"Pomgnt2","Pomgnt2",-0.532190169341323,2.05264107009196,0.418622750557735,1
"Snx25","Snx25",-0.422354708685955,5.85389046588608,0.418814850671991,1
"Tmem33","Tmem33",-0.414531326409166,6.47576594454178,0.418842981345108,1
"Fam3c","Fam3c",-0.462599457130861,6.64645758575757,0.418904698006213,1
"Jun","Jun",-0.486740526013565,11.0811500387971,0.418959806949032,1
"2010315B03Rik","2010315B03Rik",-0.462252556003963,2.12287462689696,0.419102903971925,1
"Ticam1","Ticam1",-0.405482339562788,5.23459050520281,0.419162948167945,1
"Star","Star",0.466450135234526,1.8324037184161,0.419175344897073,1
"Hmgn2","Hmgn2",0.522061561591005,7.03490324086998,0.41921579903531,1
"Yipf5","Yipf5",-0.422882797806571,5.28620664354857,0.41923281997731,1
"Fundc2","Fundc2",0.441632953380282,4.91468848132254,0.419301799816665,1
"Peak1","Peak1",0.432275697818983,5.9550003710548,0.419349557770334,1
"Zfp87","Zfp87",0.460734634693728,2.21437373234732,0.419420326007295,1
"Pdia4","Pdia4",-0.443279985174626,7.61682578687903,0.419479620975631,1
"Derl2","Derl2",-0.405727297236901,5.53337692059514,0.419512347902837,1
"Mthfd2l","Mthfd2l",-0.501434947624934,2.79288591644233,0.419615209128118,1
"Qdpr","Qdpr",-0.430348915013644,5.60533165738148,0.419627825570389,1
"Ipo4","Ipo4",-0.433312193041412,6.17647524270301,0.419657240158158,1
"Peg13","Peg13",-0.408334343583433,5.48566149762834,0.420060407717656,1
"Tmed7","Tmed7",-0.43891837695686,6.96682010037903,0.420147957429857,1
"Nf1","Nf1",-0.431269105624647,5.02835656254668,0.420252034858627,1
"Ccpg1","Ccpg1",-0.42939015465634,6.47491178595513,0.420360909220911,1
"Ptges2","Ptges2",-0.440121061085372,4.20196321218028,0.420461914849661,1
"Cct2","Cct2",0.450089327929821,7.99623265262177,0.420602287402871,1
"Cbfa2t3","Cbfa2t3",-0.46864822974986,4.31061858757017,0.420613989295954,1
"Adnp","Adnp",0.489291757555926,2.84063458509499,0.420693942486688,1
"Zkscan17","Zkscan17",0.414579113398303,5.37510313336499,0.420706322888429,1
"Xndc1","Xndc1",0.500990862952202,0.880727322127694,0.420722543035558,1
"Aldoc","Aldoc",-0.475108899392797,5.00401195243383,0.420881108603453,1
"Msantd4","Msantd4",-0.443401268512479,4.01499680233083,0.420919133843116,1
"Slfn8","Slfn8",0.752398808056168,4.14591369569494,0.421101090206296,1
"Cep295","Cep295",0.411418774627877,4.33659911137754,0.421296865647466,1
"Mrpl2","Mrpl2",-0.424204480766636,4.75225973274749,0.421506474960954,1
"Smarcd2","Smarcd2",0.437740180307734,6.79471369065427,0.421516454626676,1
"Ppp1r35","Ppp1r35",0.420574581024328,3.86482076474381,0.421629540827158,1
"Cyb561d1","Cyb561d1",0.440853969780824,3.65431505018772,0.421860844415816,1
"Nif3l1","Nif3l1",0.417686888088101,4.12931228357585,0.421872318598499,1
"Med30","Med30",0.412672318460658,4.62464412637536,0.422018184572785,1
"Wdr35","Wdr35",-0.531183735786513,3.34525854619042,0.422186519181933,1
"Naip6","Naip6",-0.520861141959589,2.73619626921367,0.422202122007039,1
"Fbxw11","Fbxw11",-0.41864532954903,6.71034280461568,0.422291176861087,1
"Gm21188","Gm21188",-0.675485763025117,3.18356985012657,0.42241920210019,1
"Rplp2","Rplp2",0.47297881977861,8.72030608402392,0.422430623798195,1
"Strip1","Strip1",0.407054879753861,5.57741006344799,0.422485144442799,1
"Rrbp1","Rrbp1",-0.453211323599913,8.61902662713839,0.422604132890616,1
"Zfp36","Zfp36",-0.450265466144565,11.8417984849801,0.422737905855255,1
"P2ry14","P2ry14",-0.624321946136866,5.63519952604399,0.42294514441568,1
"Slc41a2","Slc41a2",-0.561192247786468,4.03068277551257,0.423036495010421,1
"Sf3a1","Sf3a1",0.415649728705836,6.45032919851716,0.423063318163152,1
"Acaca","Acaca",-0.422741725281952,5.77702992357187,0.423138083122115,1
"Hexim1","Hexim1",0.438088526599946,6.79564633339441,0.42325264951235,1
"Prkab1","Prkab1",-0.478475693792789,6.88069830730588,0.423356247352162,1
"Usp37","Usp37",-0.402104211906992,4.87913247051823,0.423393891842663,1
"Mtus2","Mtus2",-0.460514451271639,1.75889468730894,0.423434414453661,1
"Rnf41","Rnf41",-0.413186821031575,4.82754495742883,0.423472369511745,1
"Ehhadh","Ehhadh",-0.419482917574397,3.19044855328599,0.423524588210923,1
"Bcl2a1a","Bcl2a1a",-0.552102156083633,5.87456347053894,0.423764100396467,1
"Dip2a","Dip2a",-0.408204012121382,4.64645091123207,0.423846929698949,1
"Krtcap2","Krtcap2",0.420354708507044,6.35133430248819,0.423874219126192,1
"Gaa","Gaa",-0.472897835994341,7.55151810624753,0.424053231732083,1
"Suz12","Suz12",0.427545614802592,5.89380174516176,0.424076630209864,1
"Wrnip1","Wrnip1",0.41220835997443,5.12216809772587,0.424326534286812,1
"Itm2c","Itm2c",-0.447558422101125,8.14653960637975,0.424364799746089,1
"Utp11","Utp11",-0.411393071962671,5.11729941837648,0.424450883316311,1
"Nelfcd","Nelfcd",0.403135919006777,5.31676285737043,0.424459439349396,1
"Wwp1","Wwp1",-0.416749382901303,6.10574561983808,0.424521801112481,1
"Zfp710","Zfp710",-0.435870205398288,6.03371869129368,0.424546894077594,1
"Ppp1r2","Ppp1r2",-0.407965164886814,6.42957878996509,0.424683086666217,1
"Cep41","Cep41",0.431212927621844,2.48012709887317,0.424754821411414,1
"Crk","Crk",-0.416057769045804,6.54227760431407,0.424775951202287,1
"Kif2a","Kif2a",0.402401434394816,5.30208967068257,0.424803963172214,1
"Fbxl22","Fbxl22",0.451177475601972,2.40047812708039,0.424880331584429,1
"Celf4","Celf4",-0.557101696746711,5.6753357914458,0.425104743780592,1
"Snap29","Snap29",-0.403515897112375,5.36788073240389,0.425162710286277,1
"Tirap","Tirap",-0.45033698445987,3.40366465427673,0.425199901075495,1
"Snhg1","Snhg1",0.413879986203041,5.46073026401643,0.425205370969147,1
"Slc9a3r1","Slc9a3r1",0.463842397256634,7.4885967925412,0.425233413413193,1
"Uqcrh","Uqcrh",0.426923041601516,6.45228790396336,0.425265101704664,1
"Rbfa","Rbfa",0.428245325299594,3.26697765589679,0.425344799203924,1
"1810013L24Rik","1810013L24Rik",-0.403249509516427,6.20790935988391,0.425810675979649,1
"Tax1bp3","Tax1bp3",-0.431497433010809,5.28173034846095,0.425889351521898,1
"Derl1","Derl1",-0.429217842987625,6.95480316967951,0.425921559916076,1
"Mcat","Mcat",-0.433003313721398,3.80824688512469,0.426093254808008,1
"BC048403","BC048403",-0.500435369724528,4.75074712923963,0.42620681370225,1
"Sgpl1","Sgpl1",-0.475593058537785,7.00421309921303,0.426227217244613,1
"Ccz1","Ccz1",-0.399365535338028,5.68449372366998,0.426580966766812,1
"Uvrag","Uvrag",-0.40825657747098,6.42588754330559,0.426584201876009,1
"Peli1","Peli1",0.435324240329285,6.26081885615642,0.426621162411312,1
"Slc46a3","Slc46a3",-0.428900423232784,3.46255759052117,0.42676249914525,1
"Ing1","Ing1",0.396930360186215,5.41598383613719,0.426774310540994,1
"Psme2b","Psme2b",0.519198616491517,1.75139841155005,0.426865230082201,1
"Tmem42","Tmem42",-0.419078960771138,3.29535359551513,0.427148820285735,1
"Helz","Helz",0.407557227691773,5.86018444042986,0.427330761720009,1
"Capza2","Capza2",-0.461455703894351,7.65232876379387,0.427520127476909,1
"Gzf1","Gzf1",-0.430378921047266,4.89303083328426,0.427606854428705,1
"Actr10","Actr10",0.417854800477014,5.54975840163675,0.427708049683348,1
"Il20rb","Il20rb",-0.442473178546405,2.22668443141281,0.427840070360119,1
"Hacl1","Hacl1",0.445082037840535,2.03903303330662,0.42785517762663,1
"Zfp101","Zfp101",0.488960614896904,1.15775345423997,0.428072839048303,1
"Smap2","Smap2",0.533403653532887,7.29581814806219,0.428344680411106,1
"Nfxl1","Nfxl1",-0.406798095047775,4.51739094215635,0.428426032954905,1
"Nudt16","Nudt16",0.456278893056272,2.69139791572295,0.428565122842457,1
"5031434O11Rik","5031434O11Rik",0.487150095879927,2.27068194754199,0.428750536925166,1
"Hpgd","Hpgd",-0.440701902399929,3.80029254326404,0.428799974439872,1
"Gid4","Gid4",0.39923003399755,4.73470123036343,0.428930620063141,1
"Tpk1","Tpk1",-0.479003723063078,3.26957718364435,0.429007583285823,1
"Tubg1","Tubg1",0.396684855660617,5.08658283882238,0.429024529302031,1
"Rpl36al","Rpl36al",0.4168072137849,6.57187143421973,0.429067884861401,1
"Tmem68","Tmem68",-0.413936122363909,4.08010787701891,0.429282970464192,1
"Zfp772","Zfp772",-0.441250222466151,2.67585799433038,0.429624738751488,1
"Ppp2r5c","Ppp2r5c",0.44577728060601,7.36736956386927,0.429695070690114,1
"Prkag2","Prkag2",-0.418048330849352,4.7026533840693,0.429703953244481,1
"Samd1","Samd1",0.425990873506724,6.17505060128017,0.429803061457525,1
"Slc16a6","Slc16a6",0.440341084534584,4.77295693857733,0.429997248730475,1
"Atp13a2","Atp13a2",-0.492772706445084,7.47912322202396,0.430123683951819,1
"Adamtsl4","Adamtsl4",-0.423009245682645,5.47382675055225,0.430359596718938,1
"Unkl","Unkl",0.430838623186192,3.96296961229455,0.430473970627104,1
"Cd200r1","Cd200r1",-0.677996732681152,3.66953195756356,0.430529970187839,1
"Phf21a","Phf21a",0.40054740909002,6.02458573333102,0.43056273012841,1
"C8g","C8g",0.465753012030441,1.50361581404822,0.430607597578795,1
"Pgm1","Pgm1",-0.442272655495882,6.15673813956621,0.430648566043466,1
"Rala","Rala",-0.403900029937601,6.01014798618618,0.430797779190698,1
"Tbc1d23","Tbc1d23",-0.4061940646087,4.74791299507517,0.430977935430081,1
"Atp6v1c1","Atp6v1c1",-0.441446682103247,6.13779635352351,0.431004485749866,1
"Rab28","Rab28",-0.4017484361044,4.11187980361282,0.431004911855945,1
"Pias2","Pias2",-0.411891118833193,5.22528207556118,0.431067452776141,1
"Orai1","Orai1",0.437354548965985,6.86496405012833,0.431144804071923,1
"Thbs3","Thbs3",-0.539245827450688,5.57508779461704,0.43117121161716,1
"Casp9","Casp9",-0.4030458666556,4.73395259459962,0.431190888629527,1
"Erh","Erh",0.392689223590268,4.91520691525468,0.431292610562079,1
"Klhl9","Klhl9",-0.40451116228556,5.92577976568149,0.431443968208588,1
"Mettl7a1","Mettl7a1",-0.466554997926556,6.78052088623601,0.43146372861788,1
"Ing2","Ing2",0.399455807569246,4.49240246643672,0.431631503076166,1
"Acbd3","Acbd3",-0.402674761872164,6.05568078651606,0.43168631129267,1
"Zfp768","Zfp768",-0.507827112851215,4.14854469813839,0.431791709434969,1
"Ifi203","Ifi203",0.5849846155502,6.46745301844506,0.431819227416855,1
"Idh3a","Idh3a",0.417876902874403,5.52884455261539,0.431897490671639,1
"Snx2","Snx2",-0.436974937267996,6.90534017204122,0.431962796196862,1
"Cdk2","Cdk2",0.395546119328593,5.06116874336484,0.43198335775644,1
"Ep400","Ep400",0.432747822837241,7.33833635058113,0.43216937760039,1
"Nipsnap2","Nipsnap2",-0.409027928084304,5.04451961202186,0.432171627494228,1
"Nrip1","Nrip1",-0.398512388220537,6.16060706209208,0.432318430276177,1
"Chic2","Chic2",-0.392354171135826,5.51318723209245,0.432324670058188,1
"Ggcx","Ggcx",-0.517583146029875,6.91654399611169,0.432329021962427,1
"Ppp6r1","Ppp6r1",0.447512041735196,8.11084394106324,0.432438782418955,1
"Kif1b","Kif1b",-0.413620885335163,6.29571425017539,0.432515412677904,1
"Cd47","Cd47",0.507329785432844,7.42461773156656,0.432519059661989,1
"Mafb","Mafb",-0.457791625267073,7.89746486331214,0.432681048288423,1
"Tmem64","Tmem64",-0.413450720276969,6.0750656247654,0.432691965044368,1
"Cdc73","Cdc73",-0.408715119844721,5.90461607349658,0.432695018208568,1
"Rpl37","Rpl37",0.436075625673122,8.15839959412525,0.432874906461182,1
"9130019O22Rik","9130019O22Rik",-0.498598323203928,1.17490605275563,0.433091604707194,1
"Zfp771","Zfp771",-0.447109093274772,4.0720217654152,0.433109899368897,1
"Shc1","Shc1",-0.467015637531282,7.67692641372007,0.433337495143005,1
"Cwf19l2","Cwf19l2",-0.415597893045259,3.65314500000439,0.433414529020921,1
"Rheb","Rheb",-0.403987492193963,6.53675255112818,0.433450284559277,1
"Fez2","Fez2",-0.418091401625905,3.92799918587549,0.433518702027657,1
"Thap12","Thap12",-0.397297635956984,5.86738547361709,0.433532094396168,1
"Tug1","Tug1",0.395527513493237,6.19909667457579,0.433605492708512,1
"Ankrd16","Ankrd16",0.400756887492266,4.4022364248003,0.4337327468431,1
"Maml3","Maml3",-0.476075215748173,4.60881057569436,0.433751501222116,1
"Hps4","Hps4",-0.401975942093634,4.95679732759229,0.433753656900688,1
"Inppl1","Inppl1",-0.479008652781661,6.81715653348972,0.433776189550302,1
"Pgm3","Pgm3",-0.426691251773576,3.19529978271935,0.433902265013245,1
"Pank2","Pank2",0.393200347678363,5.34036276740988,0.434014075203309,1
"Caml","Caml",-0.403236524009743,4.43577261178418,0.434171618765464,1
"Arhgap24","Arhgap24",-0.468749469709532,4.28892395750419,0.434177262098477,1
"Gem","Gem",-0.432886169236994,6.08918277820552,0.434264322054943,1
"Ntpcr","Ntpcr",-0.40885721532665,4.83870863969755,0.434294393354323,1
"Acbd5","Acbd5",-0.423098592395092,5.77909155398378,0.434461314413013,1
"Myg1","Myg1",0.393558415843216,4.74928640652731,0.434466492832174,1
"Creb1","Creb1",0.430769861842401,6.09422731594174,0.434562226969833,1
"Zfp212","Zfp212",0.403682750811613,4.03967999735479,0.434583979343602,1
"Mta2","Mta2",0.42891206098215,7.37488897741919,0.434635001249449,1
"Cables2","Cables2",0.392142222645915,5.07505348938007,0.434776279160249,1
"Bcl2l11","Bcl2l11",0.486056378616978,6.62248724990938,0.434894993573142,1
"Rad52","Rad52",0.440105663596185,3.38814173937642,0.434938016728131,1
"Irf7","Irf7",0.462351067380598,6.02132280383388,0.43541732532183,1
"Leprotl1","Leprotl1",0.426042068821507,6.15410148830382,0.435591172734859,1
"Ciao2b","Ciao2b",0.404885372789033,4.80900439944841,0.435633114769213,1
"Dnajb4","Dnajb4",-0.426638340915303,5.7144056839169,0.435682653596728,1
"Tom1l2","Tom1l2",-0.417911758166765,5.78962135888408,0.435767874572911,1
"Sesn2","Sesn2",-0.390043531097771,5.10625345041978,0.43578437515683,1
"Nfatc1","Nfatc1",0.454050341960112,6.54655565424705,0.435833887795138,1
"Tmem106b","Tmem106b",-0.41739078540455,5.9823194451582,0.435919254917974,1
"Dusp1","Dusp1",-0.444362544314306,10.8344758084939,0.436017711177184,1
"Zbp1","Zbp1",0.553041213124381,5.37782891717843,0.436281087072772,1
"Ldlrap1","Ldlrap1",-0.401679782974009,5.82978215014091,0.436287189297056,1
"Mgst1","Mgst1",-0.50441955206635,7.79666397664867,0.436364446124184,1
"Slc10a3","Slc10a3",-0.429248337200974,3.79146343098815,0.436457673245525,1
"Gpx7","Gpx7",-0.538731009656517,1.91977434355298,0.436511435028963,1
"Rgs19","Rgs19",0.435812341581929,5.81381468429549,0.436566281308994,1
"Selenom","Selenom",0.435080230406124,3.08681092359508,0.436569155296369,1
"Dtnb","Dtnb",0.394701915548648,5.47471735395297,0.436683109630223,1
"Dapp1","Dapp1",-0.391711542972524,5.39772602374375,0.436689656064574,1
"Rab5b","Rab5b",-0.40916546723113,6.67389700476711,0.436696557944985,1
"Sh3glb2","Sh3glb2",0.395113326504148,5.91063954686365,0.436740356501323,1
"Kctd3","Kctd3",-0.442832666735799,4.95161795183602,0.436823527031382,1
"Rpl21","Rpl21",0.439498198252217,9.62251291091986,0.436962431705652,1
"Ppa1","Ppa1",-0.405895070679221,5.4681479176684,0.436978090919355,1
"Rae1","Rae1",0.391496429674631,5.54324573097573,0.437112935161957,1
"Golt1b","Golt1b",-0.391000726899293,5.09781155534298,0.437240590478041,1
"Creb3","Creb3",-0.397207174869028,5.12864765839644,0.437250943715692,1
"Bin1","Bin1",0.396990685902289,6.37134127089986,0.437260709309967,1
"Rps29","Rps29",0.450268040039894,8.62773852723288,0.437316720164998,1
"Mrm3","Mrm3",-0.463730152361644,1.33091578405828,0.437449837539154,1
"Ppil1","Ppil1",0.396689911395674,4.51361321405079,0.437642047049114,1
"Zxdc","Zxdc",-0.39385204422026,4.73413321852523,0.437646552518793,1
"Nudt2","Nudt2",-0.435409045251411,2.81641699675352,0.437761744377233,1
"Ttll5","Ttll5",0.394521559469325,4.35961492867533,0.437816968558105,1
"Cox10","Cox10",0.406257934312926,4.25613262311409,0.438121414313347,1
"Chst15","Chst15",-0.492438701886868,3.59994168206596,0.438239640199,1
"Clpx","Clpx",-0.392445586226499,4.51363098988499,0.438272757400429,1
"B9d2","B9d2",0.447117218164365,3.97067896381731,0.438299490793248,1
"Slc46a1","Slc46a1",-0.429699121002568,2.77545782345408,0.438375025413839,1
"4833420G17Rik","4833420G17Rik",0.388479462855864,5.45033584779565,0.438481012414889,1
"Chmp3","Chmp3",-0.405904609217348,6.34134343455899,0.438592464348267,1
"Ccdc117","Ccdc117",0.406475988145418,5.17325603327362,0.438654581443733,1
"Tmem126a","Tmem126a",-0.400248302975457,4.11797494316511,0.438672945154816,1
"Ptms","Ptms",-0.446382274623996,9.14210933242167,0.43869931726146,1
"Capn10","Capn10",-0.447980403082755,3.36564914323955,0.438912243666241,1
"Baiap2","Baiap2",-0.463513485350534,7.5474346602227,0.43909506637168,1
"Dcaf10","Dcaf10",-0.393112923223518,4.90860037102047,0.439172501388693,1
"Knop1","Knop1",-0.458057087484048,5.45107932027669,0.439360649089148,1
"Ubn1","Ubn1",0.409009522713612,6.71048882709439,0.439369213243449,1
"Hpgds","Hpgds",-0.47993532334761,3.98504803302328,0.439546352380362,1
"Pea15a","Pea15a",-0.435924993793599,7.62318430958067,0.439680189672017,1
"Camk1d","Camk1d",-0.463449986466193,5.88091179542409,0.439936573813565,1
"Gsn","Gsn",-0.448157959754526,8.39753252581093,0.440314158115303,1
"Ptpmt1","Ptpmt1",-0.411158511003394,4.29018367883848,0.440449412545871,1
"Tspan5","Tspan5",-0.411462485991906,5.00135933608059,0.440526565227205,1
"Il1a","Il1a",0.604232458433581,8.93503791140109,0.440742755599581,1
"Cpne1","Cpne1",0.396642265104075,6.02767776057242,0.440764484022746,1
"Wdyhv1","Wdyhv1",0.428331594516919,4.23320073023031,0.440810808359427,1
"Pttg1","Pttg1",0.424878050756366,4.73371298374514,0.440850564677807,1
"Dtx4","Dtx4",-0.397242170356626,6.14040281583966,0.440949106274575,1
"Cep95","Cep95",0.412004841758368,3.67527152070834,0.440979164034163,1
"Cpne2","Cpne2",-0.410007213116238,4.7935472410335,0.440999764985165,1
"Sesn1","Sesn1",0.469904705357781,3.72683512149772,0.441049486378785,1
"Ung","Ung",0.420737039104378,2.52171658469554,0.441077319468066,1
"Akr1c12","Akr1c12",0.682373230794286,3.01559994499546,0.441196387940833,1
"Tcaim","Tcaim",-0.429308161305736,2.53629644119073,0.441356235758949,1
"Pex7","Pex7",-0.394673683551973,4.41520182339958,0.441461731370856,1
"Prmt2","Prmt2",-0.446113316550961,5.11918671107525,0.441466460053343,1
"Zkscan6","Zkscan6",-0.405852843435506,3.89852541136172,0.441572495586954,1
"Usp47","Usp47",-0.427779074516382,7.04496295194981,0.441628109575055,1
"Rad21","Rad21",0.421550547579089,7.51031721544186,0.441643060626434,1
"Dennd11","Dennd11",0.406806317392135,5.52049752576401,0.441697617719892,1
